id,name,locality,timezone,isMobile,isMonitor,instruments,sensors,licenses,bounds,distance,country.id,country.code,country.name,owner.id,owner.name,provider.id,provider.name,coordinates.latitude,coordinates.longitude,datetimeFirst.utc,datetimeFirst.local,datetimeLast.utc,datetimeLast.local,datetimeFirst,datetimeLast
7131,Unit1029,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20559, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.521591, 41.728542, -122.521591, 41.728542]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,41.728542,-122.521591,2019-11-14T15:00:00Z,2019-11-14T07:00:00-08:00,2019-12-12T05:00:00Z,2019-12-11T21:00:00-08:00,,
7133,MMNPS1017,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20565, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.381108, 41.426761, -122.381108, 41.426761]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,41.426761,-122.381108,2019-11-14T15:00:00Z,2019-11-14T07:00:00-08:00,2019-12-12T22:00:00Z,2019-12-12T14:00:00-08:00,,
7135,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20568, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.546649, 35.4079055, -120.546649, 35.4079055]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.4079055,-120.546649,2019-11-23T13:00:00Z,2019-11-23T05:00:00-08:00,2020-03-19T14:00:00Z,2020-03-19T07:00:00-07:00,,
7138,MMNPS1017,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20572, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-122.381365, 41.426772, -122.381365, 41.426772]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,41.426772,-122.381365,2019-12-08T09:00:00Z,2019-12-08T01:00:00-08:00,2019-12-08T20:00:00Z,2019-12-08T12:00:00-08:00,,
7142,Shafter - Walker Str,Bakersfield,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 4272442, 'name': 'no ppm', 'parameter': {'id': 35, 'name': 'no', 'units': 'ppm', 'displayName': 'NO'}}, {'id': 25731, 'name': 'no2 ppm', 'parameter': {'id': 7, 'name': 'no2', 'units': 'ppm', 'displayName': 'NO₂'}}, {'id': 4272397, 'name': 'nox ppm', 'parameter': {'id': 19840, 'name': 'nox', 'units': 'ppm', 'displayName': 'NOx'}}, {'id': 25732, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 20577, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-119.27264, 35.50349, -119.27264, 35.50349]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.50349,-119.27264,2019-04-19T16:00:00Z,2019-04-19T09:00:00-07:00,2025-12-21T11:00:00Z,2025-12-21T03:00:00-08:00,,
7143,MMCA81017,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20578, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.124834, 39.035089, -120.124834, 39.035089]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.035089,-120.124834,2019-12-11T12:00:00Z,2019-12-11T04:00:00-08:00,2019-12-11T15:00:00Z,2019-12-11T07:00:00-08:00,,
7144,MMCA81008,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20579, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.591002, 38.713664, -120.591002, 38.713664]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.713664,-120.591002,2019-12-11T11:00:00Z,2019-12-11T03:00:00-08:00,2019-12-11T15:00:00Z,2019-12-11T07:00:00-08:00,,
7145,MMCA81017,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20580, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.124876, 39.035196, -120.124876, 39.035196]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.035196,-120.124876,2019-12-11T17:00:00Z,2019-12-11T09:00:00-08:00,2020-01-14T20:00:00Z,2020-01-14T12:00:00-08:00,,
7146,MMCA81009,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20581, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.195751, 39.403903, -120.195751, 39.403903]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.403903,-120.195751,2019-12-11T11:00:00Z,2019-12-11T03:00:00-08:00,2020-01-09T16:00:00Z,2020-01-09T08:00:00-08:00,,
7147,MMCA82026,CA8 - ARB,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20582, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.59137, 38.71386, -120.59137, 38.71386]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.71386,-120.59137,2019-12-11T18:00:00Z,2019-12-11T10:00:00-08:00,2024-10-30T17:00:00Z,2024-10-30T10:00:00-07:00,,
7148,MMCA81008,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20583, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.591195, 38.713739, -120.591195, 38.713739]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.713739,-120.591195,2019-12-12T08:00:00Z,2019-12-12T00:00:00-08:00,2019-12-12T15:00:00Z,2019-12-12T07:00:00-08:00,,
7149,MMCA81009,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20584, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.195837, 39.403818, -120.195837, 39.403818]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.403818,-120.195837,2019-12-12T08:00:00Z,2019-12-12T00:00:00-08:00,2020-01-15T16:00:00Z,2020-01-15T08:00:00-08:00,,
7150,MMCA81008,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 20585, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.591044, 38.71376, -120.591044, 38.71376]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.71376,-120.591044,2019-12-12T20:00:00Z,2019-12-12T12:00:00-08:00,2019-12-12T21:00:00Z,2019-12-12T13:00:00-08:00,,
7295,Santa Barbara,Santa Barbara-Santa Maria,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21639, 'name': 'o3 ppm', 'parameter': {'id': 10, 'name': 'o3', 'units': 'ppm', 'displayName': 'O₃'}}, {'id': 21016, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 21640, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-119.69090999999999, 34.42775, -119.69090999999999, 34.42775]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.42775,-119.69090999999999,2019-04-19T16:00:00Z,2019-04-19T09:00:00-07:00,2023-05-11T13:00:00Z,2023-05-11T06:00:00-07:00,,
7320,MMCA81044,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21125, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-123.717964, 41.116773, -123.717964, 41.116773]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,41.116773,-123.717964,2020-01-14T16:00:00Z,2020-01-14T08:00:00-08:00,2020-01-14T17:00:00Z,2020-01-14T09:00:00-08:00,,
7324,MMCA81017,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21141, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.124791, 39.03511, -120.124791, 39.03511]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.03511,-120.124791,2019-12-12T08:00:00Z,2019-12-12T00:00:00-08:00,2020-01-15T20:00:00Z,2020-01-15T12:00:00-08:00,,
7392,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21540, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.54667, 35.407959, -120.54667, 35.407959]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.407959,-120.54667,2019-11-24T09:00:00Z,2019-11-24T01:00:00-08:00,2020-03-18T14:00:00Z,2020-03-18T07:00:00-07:00,,
7395,MMCA81021,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21544, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-117.829506, 34.002492, -117.829506, 34.002492]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.002492,-117.829506,2020-01-22T23:00:00Z,2020-01-22T15:00:00-08:00,2020-01-23T00:00:00Z,2020-01-22T16:00:00-08:00,,
7396,MMCA81051,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21545, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.528817, 35.527232, -120.528817, 35.527232]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.527232,-120.528817,2020-01-22T05:00:00Z,2020-01-21T21:00:00-08:00,2020-01-23T01:00:00Z,2020-01-22T17:00:00-08:00,,
7401,MMCA81051,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21560, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.528817, 35.527393, -120.528817, 35.527393]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.527393,-120.528817,2020-01-29T22:00:00Z,2020-01-29T14:00:00-08:00,2020-01-30T05:00:00Z,2020-01-29T21:00:00-08:00,,
7402,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21561, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.54682, 35.407906, -120.54682, 35.407906]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.407906,-120.54682,2020-01-29T23:00:00Z,2020-01-29T15:00:00-08:00,2020-03-08T01:00:00Z,2020-03-07T17:00:00-08:00,,
7403,MMCA81023,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21562, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-116.833849, 34.252024, -116.833849, 34.252024]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,34.252024,-116.833849,2020-01-29T01:00:00Z,2020-01-28T17:00:00-08:00,2020-03-09T18:00:00Z,2020-03-09T11:00:00-07:00,,
7404,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21564, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.546691, 35.408174, -120.546691, 35.408174]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.408174,-120.546691,2020-01-30T21:00:00Z,2020-01-30T13:00:00-08:00,2020-01-31T08:00:00Z,2020-01-31T00:00:00-08:00,,
7408,MMCA82025,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21570, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.514196, 38.561357, -121.514196, 38.561357]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.561357,-121.514196,2020-01-28T04:00:00Z,2020-01-27T20:00:00-08:00,2021-06-03T17:00:00Z,2021-06-03T10:00:00-07:00,,
7409,MMCA81044,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21571, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.509154, 38.561389, -121.509154, 38.561389]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.561389,-121.509154,2020-01-29T17:00:00Z,2020-01-29T09:00:00-08:00,2020-02-23T01:00:00Z,2020-02-22T17:00:00-08:00,,
7410,MMCA81051,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21572, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.528646, 35.527253, -120.528646, 35.527253]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.527253,-120.528646,2020-02-01T00:00:00Z,2020-01-31T16:00:00-08:00,2020-02-01T02:00:00Z,2020-01-31T18:00:00-08:00,,
7411,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21573, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.54697, 35.407659, -120.54697, 35.407659]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.407659,-120.54697,2020-01-31T22:00:00Z,2020-01-31T14:00:00-08:00,2020-02-01T08:00:00Z,2020-02-01T00:00:00-08:00,,
7412,MMCA81006,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21574, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.595937, 38.765827, -120.595937, 38.765827]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.765827,-120.595937,2020-01-31T01:00:00Z,2020-01-30T17:00:00-08:00,2020-03-03T01:00:00Z,2020-03-02T17:00:00-08:00,,
7413,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21575, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.547292, 35.407305, -120.547292, 35.407305]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.407305,-120.547292,2020-02-01T21:00:00Z,2020-02-01T13:00:00-08:00,2020-02-02T12:00:00Z,2020-02-02T04:00:00-08:00,,
7414,MMCA81051,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21576, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.528731, 35.527146, -120.528731, 35.527146]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.527146,-120.528731,2020-01-03T01:00:00Z,2020-01-02T17:00:00-08:00,2020-02-14T15:00:00Z,2020-02-14T07:00:00-08:00,,
7415,MMCA82063,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21577, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.225097, 39.484788, -121.225097, 39.484788]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,39.484788,-121.225097,2020-02-01T02:00:00Z,2020-01-31T18:00:00-08:00,2021-06-21T19:00:00Z,2021-06-21T12:00:00-07:00,,
7416,MMCA81008,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21578, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.591109, 38.713642, -120.591109, 38.713642]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.713642,-120.591109,2020-02-04T20:00:00Z,2020-02-04T12:00:00-08:00,2020-02-04T21:00:00Z,2020-02-04T13:00:00-08:00,,
7417,1001,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21579, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.988226, 38.684363, -120.988226, 38.684363]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.684363,-120.988226,2020-01-31T02:00:00Z,2020-01-30T18:00:00-08:00,2020-03-09T16:00:00Z,2020-03-09T09:00:00-07:00,,
7419,MMCA81051,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21582, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.528731, 35.527328, -120.528731, 35.527328]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.527328,-120.528731,2020-02-05T15:00:00Z,2020-02-05T07:00:00-08:00,2020-02-06T02:00:00Z,2020-02-05T18:00:00-08:00,,
7430,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21617, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.54682, 35.407788, -120.54682, 35.407788]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.407788,-120.54682,2020-02-06T02:00:00Z,2020-02-05T18:00:00-08:00,2020-03-15T08:00:00Z,2020-03-15T01:00:00-07:00,,
7431,MMCA81014,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21618, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.54534, 35.408796, -120.54534, 35.408796]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,35.408796,-120.54534,2020-02-06T23:00:00Z,2020-02-06T15:00:00-08:00,2020-02-06T23:00:00Z,2020-02-06T15:00:00-08:00,,
7432,1008,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21619, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.943336, 38.673935, -120.943336, 38.673935]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.673935,-120.943336,2020-02-04T22:00:00Z,2020-02-04T14:00:00-08:00,2020-02-07T01:00:00Z,2020-02-06T17:00:00-08:00,,
7433,MMCA81006,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21622, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-120.595829, 38.765817, -120.595829, 38.765817]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.765817,-120.595829,2020-02-02T02:00:00Z,2020-02-01T18:00:00-08:00,2020-03-09T18:00:00Z,2020-03-09T11:00:00-07:00,,
7435,MMCA81044,,America/Los_Angeles,False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 21626, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-121.509004, 38.561475, -121.509004, 38.561475]",,155,US,United States,4,Unknown Governmental Organization,119,AirNow,38.561475,-121.509004,2020-02-09T02:00:00Z,2020-02-08T18:00:00-08:00,2020-03-04T00:00:00Z,2020-03-03T16:00:00-08:00,,
